class,comment_sentence,labels,types
BrTextEditorExamples,show gtprintin,[0 1 0 0 0 0 0],original
BrTextEditorExamples,10 factorial,[0 1 0 0 0 0 0],original
BrTextEditorExamples,first create the text,[0 1 0 0 0 0 0],original
BrTextEditorExamples,example brtexteditorexamples #newtext,[0 1 0 0 0 0 0],original
BrTextEditorExamples,"next, we build the editor",[0 1 0 0 0 0 0],original
BrTextEditorExamples,example brtexteditorexamples #neweditor,[0 1 0 0 0 0 0],original
BrTextEditorExamples,"then, we attach text to the enditor.",[0 1 0 0 0 0 0],original
BrTextEditorExamples,example brtexteditorexamples #editor text,[0 1 0 0 0 0 0],original
BrTextEditorExamples,"next, we create an editor element.",[0 1 0 0 0 0 0],original
BrTextEditorExamples,example brtexteditorexamples #newelement show gtlivein,[0 1 0 0 0 0 0],original
BrTextEditorExamples,"and finally, build everything together",[0 1 0 0 0 0 0],original
BrTextEditorExamples,example brtexteditorexamples #element editortext show gtlivein,[0 1 0 0 0 0 0],original
BrTextEditorExamples,done,[0 1 0 0 0 0 0],original
BrTextEditorLetterInputFilter,i only allow letters,[0 0 1 0 0 0 0],original
BrTextEditorSelectionRecorder,i am used to record text selection intervals while user drags mouse over the text editor.,[0 0 1 0 0 0 1],original
BrTextEditorSelectionRecorder,additionally i play a role of a selection strategy to support single or multiple selection.,[0 0 1 0 0 0 1],original
BrTextEditorSelectionUpdateCommand,i do the hard job of visually updating selection by requesting segment holders to partially update themselves,[0 0 1 0 0 1 0],original
GlutinResumedEvent,emitted when the application has been resumed.,[0 0 1 0 0 0 0],original
Gt4XMLHighlightedToken,this class stores a highlight textcolor and 1 based start end highlight positions.,[1 0 1 1 0 0 0],original
GtABAddress,i hold all data relevant for an address,[0 0 1 0 0 0 0],original
GtConnectorButtonAddedEvent,is sent after button is added to the scene graph,[0 0 1 0 0 0 0],original
GtConnectorButtonCreatedEvent,is sent by buttonattribute after button is created.,[0 0 1 0 0 0 1],original
GtConnectorButtonCreatedEvent,i allow connector to be notified and attach its own additional handlers to newly created button,[0 0 1 0 0 0 1],original
GtDiagrammerArrowheadFilledCircleStencil,i create a filled circle arrow head with the border and background equal to the color of the curve,[0 0 1 0 0 0 0],original
GtDiagrammerArrowheadFilledTriangleStencil,i create a filled triangle arrowhead,[0 0 1 0 0 0 0],original
GtDiagrammerArrowheadNoneStencil,i am used to remove arrow heads,[0 0 1 0 0 0 0],original
GtDiagrammerDummyTool,i am a dummy tool that does nothing,[0 0 1 0 1 0 0],original
GtDiagrammerEditorList,i display a list of editors of an object in a vertical list.,[0 0 1 0 0 0 1],original
GtDiagrammerEditorList,i fetch data from the diagrammer editor data source,[0 0 1 0 0 0 1],original
GtDiagrammerEllipseStencil,i create an ellipse element,[0 0 1 0 0 0 0],original
GtDiagrammerExamples,diagrammer,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,i am a scriptable toogle group to display a uniform collection of selectable values.,[0 0 0 0 1 0 0],original
GtDiagrammerPicker,picker,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,world .,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,a .,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,picker shape astring brtoggle new,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,margin blinsets all 3,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,picker constraintsdo c,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,c vertical fitcontent .,[0 1 0 0 0 0 0],original
GtDiagrammerPicker,picker,[0 1 0 0 0 0 0],original
GtExampleDependenciesResolver,i know how to extract the dependencies of a given example.,[0 0 1 0 0 0 0],original
GtExampleDependenciesResolver,the dependencies of a given example consists in message sends to other method constructing an example.,[0 0 1 0 0 0 0],original
GtExampleFactory,i am a factory that can create class gtexample instances.,[0 0 0 1 1 0 0],original
GtExampleFactory,users should configure me with a #sourceclass .,[1 0 0 0 0 1 0],original
GtExampleFactory,"to create an example, a method defining an example is executed having a provider as a receiver.",[1 0 0 0 0 0 0],original
GtExampleFactory,"if the method is defined on the instance side, the provider consists in a new instance of that class.",[1 0 0 0 0 0 0],original
GtExampleFactory,optionally users can configure the factory with an explicit provider.,[1 0 0 0 0 0 0],original
GtExampleFactory,to initialize the subjects of an example i call #gtexamplesubjects on the provider object.,[1 1 0 0 0 0 0],original
GtExampleFactory,then i execute those methods with the example as a receiver and the pragma arguments.,[1 1 0 0 0 0 0],original
GtExampleInstanceSubject,i indicate that the subject of an example is an object.,[0 0 1 0 0 0 0],original
GtExampleInstanceSubject,i am the default subject of an example.,[0 0 0 0 1 0 1],original
GtExampleProcessor,i am an abstract class for manipulating examples.,[0 0 0 0 1 0 0],original
GtExampleProcessor,"for example, evaluating an example is to be treated differently from a debugging scenario, or from a scenario to recorver static dependencies.",[0 1 0 0 0 0 0],original
GtExampleProcessor,i maintain a context that can be accessed from within the examples being processed during the execution of the processor.,[0 0 1 0 0 0 0],original
GtExampleProcessor,#value execute the processor.,[0 0 0 0 0 1 0],original
GtExampleProcessor,"can return a value, depending on the processor.",[0 0 0 0 0 1 0],original
GtExampleProcessor,#canprocess verifies if the processor can execute on the given example.,[0 0 0 0 0 1 0],original
GtGradAbstractTreeLayout,this an implementation of a moen s tree layout algorithm.,[0 0 0 0 1 0 0],original
GtGradAbstractTreeLayout,moen s algorithm attempts to create a tree with a triangular shape and place nodes somewhat simetrically.,[1 0 0 0 0 0 0],original
GtGradAbstractTreeLayout,it improved the older algorithm s ability to handle non uniform sized nodes.,[1 0 0 0 0 0 0],original
GtGradAbstractTreeLayout,it calculates left and right subtrees of a tree and merges them.,[1 0 0 0 0 0 0],original
GtGradAbstractTreeLayout,"reignold tilfold s algorithm was originally designed only for binary trees, but later extended to work for non binary ones as well.",[1 0 0 0 0 0 0],original
GtGradAbstractTreeLayout,"to accomplish that, it uses shapes represented by polyline structures.",[1 0 0 0 0 0 0],original
GtGradAbstractTreeLayout,"when merging contours, minimum horizontal vertical offsets at which siblings can be placed with resepct to their upper left sibling depending of the layout s orientation are calculated",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"once the bottom up traversal is finished, calculation of offsets is finished as well.",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"at that point, the tree is traversed again, but this time from top root to the bottom.",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"during this second traversal, positions of the tree s nodes are set.",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"calculation of positions factors in the mentioned offsets, as well as the positions of the node s parent and the layout s node and level distance properties.",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"additionally, this implementation supports alignment of nodes top, center, bottom in case of the vertical layout and left, center, right in case of the horizontal layout .",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,"this is done through calculation of differences in sizes of nodes compared to the largest nodes on the same level, as well as the differences in sizes of their parents compared to the largest nodes on the parent level.",[0 0 1 0 0 0 0],original
GtGradAbstractTreeLayout,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree layout methods and definitions of methods the two subclasses need to redefine.,[0 0 0 0 0 0 1],original
GtGradAbstractTreeLayout,"generally, the differences between the implementations of the hozitonal and vertical variants are really small, revolving around one using or setting the x and the other y coordinates.",[0 0 0 0 0 0 1],original
GtGraphCircleEnclosure,smallest enclosing circle of circles,[0 0 0 0 1 0 0],original
GtGraphCircleEnclosure,i compute the smallest circle that encloses the specified array of circles.,[0 0 1 0 0 0 0],original
GtGraphCircleEnclosure,the enclosing circle is computed using the matou ek sharir welzl http www^inf.ethz^ch personal emo publfiles subexlinprog alg16 96^pdf algorithm.,[0 0 1 0 0 0 0],original
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #emptyenclosure previewshow #gtpreviewfor previewheight 300,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,"and add circles one by one, starting with a larger one.",[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,a circle enclosure is represented by a cyan circle.,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,an enclosure of a single circle is a special case and can be computed directly by method gtgraphcircleenclosure class #enclosure .,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,"note, that the added circle has a margin set which is taken into account by enclosure",[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithonecircle previewshow #gtpreviewfor previewexpanded previewheight 300,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,adding a second circle expands the enclosure circle to fit both circles c1 and c2 .,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,two circle enclosure is also a special case and can be derived directly by method gtgraphcircleenclosure class #enclosure and,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithtwocircles previewshow #gtpreviewfor previewexpanded previewheight 300,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,three circle enclosure is a special case too.,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,method gtgraphcircleenclosure class #enclosure and and is responsible for the computation.,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,let s add the third circle to our enclosure to see the result,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewiththreecircles previewshow #gtpreviewfor previewexpanded previewheight 300,[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,"starting with four circles, an enclosure should be computed recursively by building and updating a basis enclosure consisting of one to three circles method gtgraphcircleenclosure class #enclosureall .",[0 1 0 0 0 0 0],original
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithfourcircles previewshow #gtpreviewfor previewexpanded previewheight 300,[0 1 0 0 0 0 0],original
GtGraphForceBasedLayout,a roforcebasedlayout is inspired from the code of d3.,[0 0 0 0 1 0 0],original
GtGraphTreemapLayoutConstraints,i am a class bllayoutconstraints for class gtgraphtreemapsquarifiedlayout layout.,[0 0 0 1 1 0 1],original
GtGraphTreemapSliceHorizontalLayout,i implement an horizontal slice algorithm.,[0 0 0 0 1 0 0],original
GtGraphTreemapSquarify,i split an area into rectangles that are close to squares aspect ratio 1 as much as possible.,[0 0 1 0 0 0 0],original
GtGraphTreemapSquarify,algorithm explanation,[0 1 0 0 0 0 0],original
GtGraphTreemapSquarify,this is an adapted extract from the paper squarified treemaps mentioned above.,[0 1 0 0 0 0 0],original
GtGraphTreemapSquarify,"suppose we have a rectangle with width example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #width and height example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #height , and furthermore suppose that this rectangle must be subdivided in seven rectangles with areas example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #nodevalues .",[0 1 0 0 0 0 0],original
GtGraphTreemapSquarify,the area will be subdivided as follows,[0 1 0 0 0 0 0],original
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow #gtpreviewfor,[0 1 0 0 0 0 0],original
